ID_Review,Platform,Nama_Hotel,Review_Date,Text_Review,Kenyamanan,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan,Alasan_Kenyamanan,Alasan_Kebersihan,Alasan_Pelayanan,Alasan_Harga,Alasan_Lokasi,Alasan_Fasilitas,Alasan_Makanan,split
6508,Traveloka,Hotel Santika Bandung,11/22/2017,"hotel dengan lokasi yang sangat baik. dekat kalau mau kuliner, wisata belanja. disediakan city map, koran gratis, mobil dicuci. benar benar baik pelayanannya. untuk yang baru pertama menginap di bandung (kaya saya) sudah paling baik pilih hotel ini. dua jempol dah.",none,none,positif,positif,positif,none,none,,,benar benar baik pelayanannya,"disediakan city map, koran gratis, mobil dicuci.","hotel dengan lokasi yang sangat baik, dekat kalau mau kuliner",,,train
6509,Traveloka,Hotel Santika Bandung,11/22/2017,"makanan baik, banyak variasi dan cukup enak",none,none,none,none,none,none,positif,,,,,,,"makanan baik, banyak variasi dan cukup enak",train
6510,Traveloka,Hotel Santika Bandung,11/22/2017,lokasi hotel nya strategis dekat dengan mall bip dan riau juction sehingga tidak sulit untuk mencari makan. walaupun hotel nya sudah cukup tua namun kebersihan nya terjaga. untuk sarapan pagi menu nya sangat beragam.,none,positif,none,none,positif,none,positif,,kebersihan nya terjaga,,,lokasi hotel nya strategis dekat dengan mall bip dan riau junction,,menu sarapan pagi nya sangat beragam,train
6511,Traveloka,Hotel Santika Bandung,11/22/2017,"pelayanan yang ramah, sapaan hangat dari setiap kru, dekat dengan pusat perbelanjaan. worthy af!",none,none,positif,none,positif,none,none,,,"pelayanan yang ramah, sapaan hangat dari setiap kru",,dekat dengan pusat perbelanjaan,,,train
6512,Traveloka,Hotel Santika Bandung,11/22/2017,lokasi bagus. bersebelahan dengan pusat perbelanjaan dan warung makan.,none,none,none,none,positif,none,none,,,,,"lokasi bagus, bersebelahan dengan pusat perbelanjaan",,,train
6513,Traveloka,Hotel Santika Bandung,11/15/2017,"hotel ini sangat nyaman untuk aktivitas anda, terutama bagi pebisnis.",positif,none,none,none,none,none,none,hotel ini sangat nyaman untuk aktivitas anda,,,,,,,validation
6514,Traveloka,Hotel Santika Bandung,11/15/2017,"hotel lama yang letaknya strategis di belakang bandung indah plaza, dekat juga dengan kuliner sepanjang jalan riau",none,none,none,none,positif,none,none,,,,,letaknya strategis di belakang bandung indah plaza,,,test
6515,Traveloka,Hotel Santika Bandung,11/15/2017,"alhamdulillah, ini memuaskan dan sesuai harapan.",none,none,none,none,none,none,none,,,,,,,,train
6516,Traveloka,Hotel Santika Bandung,11/15/2017,"bagus location, breakfastnya banyak variasi, kurangnya washtafel sempat mampet jadi buat menggenang",none,none,none,none,none,negatif,positif,,,,,,washtafel sempat mampet jadi buat menggenang,breakfastnya banyak variasi,train
6517,Traveloka,Hotel Santika Bandung,11/15/2017,"hotel lama perlu direnovasi, kami mendapat free upgrade menjadi kamar executive jadi lebih luas ada ruang tamu terpisah.",negatif,none,positif,positif,none,none,none,hotel lama perlu direnovasi,,kami mendapat free upgrade menjadi kamar executive,"perlu direnovasi, kami mendapat free upgrade menjadi kamar executive jadi lebih luas",,,,train
6518,Traveloka,Hotel Santika Bandung,11/15/2017,"secara keseluruhan bagus, lokasi bagus (dekat persimpangan bip dan riau), kolam renang bersih, ruangan besar, cuci mobil gratis dengan layanan hotel.",positif,positif,positif,positif,positif,positif,none,ruangan besar,"bip dan riau), kolam renang bersih, ruangan besar, cuci mobil gratis dengan layanan",cuci mobil gratis dengan layanan hotel,"bersih, ruangan besar, cuci mobil gratis dengan layanan hotel","lokasi bagus, dekat persimpangan bip dan riau",kolam renang bersih,,train
6519,Traveloka,Hotel Santika Bandung,11/15/2017,ini adalah hotel yang bagus untuk liburan keluarga dan sarapan yang baik,positif,none,none,none,none,none,positif,hotel yang bagus untuk liburan keluarga,,,,,,sarapan yang baik,train
6520,Traveloka,Hotel Santika Bandung,11/15/2017,santika the best buat liburan keluarga,none,none,none,none,none,none,none,,,,,,,,train
6521,Traveloka,Hotel Santika Bandung,11/15/2017,waktu datang parkir basement penuh namun langsung di bantu.,none,none,positif,none,none,negatif,none,,,langsung di bantu,,,waktu datang parkir basement penuh namun langsung di bantu.,,train
6522,Traveloka,Hotel Santika Bandung,11/15/2017,"nyaman dan puas, bersih serta pelayanan yang bagus, untuk makanan juga enak enak.",positif,positif,positif,none,none,none,positif,nyaman dan puas,bersih,pelayanan yang bagus,,,,makanan juga enak enak,train
6523,Traveloka,Hotel Santika Bandung,11/15/2017,"suhu kamar dingin sekali walaupun sudah dimatikan air conditioner, ternyata masih ada udara masuk dari celah jendela kamar 103. selain itu tidak ada masalah. sangat baik",negatif,none,none,none,none,none,none,suhu kamar dingin sekali walaupun sudah dimatikan air conditioner,,,,,,,train
6524,Traveloka,Hotel Santika Bandung,11/15/2017,"di tengah kota, startegis, bersih, pelayanan bagus, cuma lift dan beberapa bagian perlu di permodern. saya akan menginap disana lagi.",none,positif,positif,none,positif,negatif,none,,bersih,pelayanan bagus,,"di tengah kota, strategis",lift dan beberapa bagian perlu di permodern,,train
6525,Traveloka,Hotel Santika Bandung,11/15/2017,"dekat dengan pusat perbelanjaan, tempat yang bagus",none,none,none,none,positif,none,none,,,,,dekat dengan pusat perbelanjaan,,,train
6526,Traveloka,Hotel Santika Bandung,11/8/2017,lokasinya di pusat kota dekat dengan bip. sangat mudah untuk akses kemanapun mengingat bandung sekarang sudah rawan macet,none,none,none,none,positif,none,none,,,,,lokasinya di pusat kota dekat dengan bip,,,train
6527,Traveloka,Hotel Santika Bandung,11/8/2017,"lokasi strategis, breakfast enak, cuma room, kurang bersih.",none,negatif,none,none,positif,none,positif,,"room, kurang bersih",,,lokasi strategis,,breakfast enak,train
6528,Traveloka,Hotel Santika Bandung,11/8/2017,"kamar bagus, banyak pilihan makanan dan pelayanannya ramah.",positif,none,positif,none,none,none,positif,kamar bagus,,pelayanannya ramah,,,,banyak pilihan makanan,train
6529,Traveloka,Hotel Santika Bandung,11/8/2017,bersih dan sarapan banyak variasinya,none,positif,none,none,none,none,positif,,bersih,,,,,sarapan banyak variasinya,train
6530,Traveloka,Hotel Santika Bandung,11/8/2017,hotelnya nyaman walau sudah agak tua. mungkin kalau direnovasi akan lebih baik. selebihnya baik.,positif,none,none,none,none,none,none,hotelnya nyaman walau sudah agak tua,,,,,,,train
6531,Traveloka,Hotel Santika Bandung,11/8/2017,sarapannya tolong diperhatikan. masa jam 9 sudah banyak yang kosong makannya,none,none,none,none,none,none,negatif,,,,,,,masa jam 9 sudah banyak yang kosong makannya,train
6532,Traveloka,Hotel Santika Bandung,11/8/2017,"officernya ramah, makanannya selalu enak",none,none,positif,none,none,none,positif,,,officernya ramah,,,,makanannya selalu enak,train
6533,Traveloka,Hotel Santika Bandung,11/1/2017,"hotel yang bersih dan nyaman, hanya bentuk bangunan lama saja. menu sarapan variatif dan sesuai dengan lidah orang jawa.",positif,positif,none,none,none,none,positif,"hotel yang bersih dan nyaman, hanya bentuk bangunan lama saja.",hotel yang bersih dan nyaman,,,,,menu sarapan variatif,train
6534,Traveloka,Hotel Santika Bandung,11/1/2017,cukup menyenangkan. sayang dapat kamar pohok jauh dari lift,none,none,none,none,negatif,netral,none,,,,,sayang dapat kamar pohok jauh dari lift,sayang dapat kamar pohok jauh dari lift,,train
6535,Traveloka,Hotel Santika Bandung,11/1/2017,a bagus ruangan dan lokasi yang besar. makanan sudah besar. tidak sabar untuk mengunjungi santika lagi.,positif,none,none,none,netral,none,positif,ruangan dan lokasi yang besar,,,,a bagus ruangan dan lokasi yang besar.,,makanan sudah besar,train
6536,Traveloka,Hotel Santika Bandung,11/1/2017,"sarapan sangat baik, sangat menyenangkan",none,none,none,none,none,none,positif,,,,,,,"sarapan sangat baik, sangat menyenangkan",train
6537,Traveloka,Hotel Santika Bandung,11/1/2017,kalau ke bandung saya dan keluarga selalu menginap di hotel santika. pelayanan nya bagus dan sangat memuaskan. staf hotel nya juga ramah-ramah banget breakfast nya juga enak. recommended dech,none,none,positif,none,none,none,positif,,,pelayanan nya bagus dan sangat memuaskan,,,,breakfast nya juga enak,validation
6538,Traveloka,Hotel Santika Bandung,11/1/2017,hanya apa yang saya butuhkan lokasi yang besar,none,none,none,none,netral,none,none,,,,,hanya apa yang saya butuhkan lokasi yang besar,,,validation
6539,Traveloka,Hotel Santika Bandung,11/1/2017,"lokasi hotel berada di jalan yang ramai. awalnya saya kaget gedungnya sudah cukup tua dibanding hotel santika di kampung halaman saya. aku merokok kamar karena tidak merokok ruangan itu tidak tersedia sehingga baunya tidak enak, tapi setelah perawatan udara terasa segar. ruangannya besar, bersih meski tak ada pemandangan di jendelaku. saya suka kolam renang, tapi airnya sangat dingin. makanannya bervariasi dan lezat. saya akan mempertimbangkan hotel ini ketika saya perlu untuk tinggal lagi.",positif,positif,none,none,netral,positif,positif,"ruangannya besar, bersih","ruangannya besar, bersih meski tak ada pemandangan di jendelaku.",,,lokasi hotel berada di jalan yang ramai.,saya suka kolam renang,makanannya bervariasi dan lezat,train
6540,Traveloka,Hotel Santika Bandung,10/25/2017,perlu segera direnovasi. harga 800 rb. ga sesuai. room condition!,negatif,none,none,negatif,none,none,none,perlu segera direnovasi,,,harga 800 rb ga sesuai dengan room condition,,,,train
6541,Traveloka,Hotel Santika Bandung,10/25/2017,hotel yang bagus dengan kamar yang luas dan lingkungan yang hijau. senang kembali,positif,none,none,none,none,none,none,hotel yang bagus dengan kamar yang luas dan lingkungan yang hijau,,,,,,,train
6542,Traveloka,Hotel Santika Bandung,10/25/2017,"saya hanya mengeluh sirloin steak yang aku memesan untuk menengah-baik, berubah menjadi sangat baik dimasak dan sangat keras steak.",none,none,none,none,none,none,negatif,,,,,,,sirloin steak berubah menjadi sangat baik dimasak dan sangat keras,train
6543,Traveloka,Hotel Santika Bandung,10/25/2017,"layanan cs, kafe serta parkir sangat memuaskan",none,none,positif,none,none,positif,none,,,"layanan cs, kafe serta parkir sangat memuaskan",,,"layanan cs, kafe serta parkir sangat memuaskan",,train
6544,Traveloka,Hotel Santika Bandung,10/25/2017,"kamar baik, permintaan yang ditulis di website diakomodir, nyaman, strategis.",positif,none,positif,none,positif,none,none,"nyaman, strategis",,permintaan yang ditulis di website diakomodir,,"kamar baik, permintaan yang ditulis di website diakomodir, nyaman, strategis.",,,train
6545,Traveloka,Hotel Santika Bandung,10/25/2017,"hotel yang nyaman, saya mendapat ruangan besar, dekat supermarket dan anda bisa menemukan makanan jalanan 24 jam.",positif,none,none,none,positif,none,netral,"hotel yang nyaman, saya mendapat ruangan besar",,,,dekat supermarket dan anda bisa menemukan makanan jalanan 24 jam,,dan anda bisa menemukan makanan jalanan 24 jam,train
6546,Traveloka,Hotel Santika Bandung,10/25/2017,recommended! pasti akan menginap lagi di sana,none,none,none,none,none,none,none,,,,,,,,train
6547,Traveloka,Hotel Santika Bandung,10/25/2017,"nyaman, lokasi paling strategis. mau kemana-mana mudah",positif,none,none,none,positif,none,none,nyaman,,,,"lokasi paling strategis, mau kemana-mana mudah",,,train
6548,Traveloka,Hotel Santika Bandung,10/25/2017,kualitas pelayanan baik dan menjadi pengalaman yang menyenangkan. hanya saja disayangkan di restoran area smoking sangat dekat dengan non smoking jadi cukup mengganggu.,negatif,none,positif,none,none,none,none,area smoking sangat dekat dengan non smoking jadi cukup mengganggu,,kualitas pelayanan baik,,,,,train
6549,Traveloka,Hotel Santika Bandung,10/18/2017,pengalaman bagus tapi bangunannya sudah tua.,none,none,none,none,none,none,none,,,,,,,,train
6550,Traveloka,Hotel Santika Bandung,10/18/2017,saya enjoy menginap di hotel ini,none,none,none,none,none,none,none,,,,,,,,train
6551,Traveloka,Hotel Santika Bandung,10/18/2017,"tempatnya stategis dekat dengan pusat belanja, mall, kuliner dan bersih",none,positif,none,none,positif,none,none,,bersih,,,"tempatnya strategis dekat dengan pusat belanja, mall, kuliner",,,validation
6552,Traveloka,Hotel Santika Bandung,10/18/2017,nyaman dan bersih. cocok untuk keluarga,positif,positif,none,none,none,none,none,nyaman dan bersih,nyaman dan bersih.,,,,,,train
6553,Traveloka,Hotel Santika Bandung,10/11/2017,baik hotelnya nyaman di tengah kota.,positif,none,none,none,none,none,none,hotel yang nyaman di tengah kota,,,,,,,train
6554,Traveloka,Hotel Santika Bandung,10/4/2017,"hotel sangat baik, pelayanan ramah, yang utama lokasi sangat strategis hanya beberapa meter ke bip mall.",none,none,positif,none,positif,none,none,,,pelayanan ramah,,lokasi sangat strategis hanya beberapa meter ke bip mall,,,train
6555,Traveloka,Hotel Santika Bandung,10/4/2017,baik untuk rekreasi dan belanja,none,none,none,none,none,none,none,,,,,,,,train
6556,Traveloka,Hotel Santika Bandung,10/4/2017,"nyaman dan strategis, harga affordable.",positif,none,none,positif,positif,none,none,nyaman dan strategis,,,harga affordable,"nyaman dan strategis, harga affordable.",,,train
6557,Traveloka,Hotel Santika Bandung,9/27/2017,hotel bersih. pelayanan ramah. dan keluarga cukup puas. kemungkinan liburan mendatang kembali ke hotel santika. terima kasih you.,none,positif,positif,none,none,none,none,,hotel bersih,pelayanan ramah,,,,,train
6558,Traveloka,Hotel Santika Bandung,9/27/2017,cukup bagus pelayanannya lumayanlah,none,none,positif,none,none,none,none,,,pelayanannya lumayanlah,,,,,train
6559,Traveloka,Hotel Santika Bandung,9/27/2017,awalnya saya ditempatkan di kamar yang paling ujung yang jauh dari lift. membuat saya berpikir apa karena saya belum pernah ke santika jadi diperlakukan seperti ini. menurut front linenya yang bertugas memblok kamar bagi para tamu adalah bagian reservasinya. untuk kolam renangnya airnya dingin dan tempat ganti bajunya masih harus naik turun tangga. shower bilasnya airnya kayak hujan gerimis. kalau dari parkiran ke lobby ada lift tapi kalau dari lobby ke parkiran harus lewat tangga karena liftnya tidak bisa ke parkiran basement walaupun di liftnya ada tombol basementnya. aneh kan? lokasinya dan makanannya lumayan lah.,netral,none,negatif,none,positif,negatif,positif,shower bilasnya airnya kayak hujan gerimis.,,ditempatkan di kamar yang paling ujung yang jauh dari lift,,lokasinya dan makanannya lumayan lah,kolam renang airnya dingin dan tempat ganti bajunya masih harus naik turun tangga,makanannya lumayan lah,train
6560,Traveloka,Hotel Santika Bandung,9/27/2017,upgrade ruangan sangat menyenangkan. terima kasih,none,none,positif,none,none,none,none,,,upgrade ruangan sangat menyenangkan,,,,,train
6561,Traveloka,Hotel Santika Bandung,9/27/2017,"lokasi strategis dan kapasitas parkir luas. mobil yang diparkir diberikan service car cleaning. kolam renang cukup luas dan cocok untuk keluarga. kamarnya leluasa dan nyaman, suasana hotelnya sejuk.",positif,none,netral,none,positif,positif,none,"kamarnya leluasa dan nyaman, suasana hotelnya sejuk",,mobil yang diparkir diberikan service car cleaning.,,lokasi strategis dan kapasitas parkir luas,kolam renang cukup luas dan cocok untuk keluarga,,train
6562,Traveloka,Hotel Santika Bandung,9/27/2017,dari makan pagi siang hingga malam kurang variasi dalam pemilihan menu,none,none,none,none,none,none,negatif,,,,,,,dari makan pagi siang hingga malam kurang variasi dalam pemilihan menu,validation
6563,Traveloka,Hotel Santika Bandung,9/20/2017,"lokasi sangat pas di bandung pusat, jadi untuk akses perjalanan sangat baik.",none,none,none,none,positif,none,none,,,,,lokasi sangat pas di bandung pusat,,,train
6564,Traveloka,Hotel Santika Bandung,9/20/2017,"cukup baik. lokasi terbaik, nyaman.",positif,none,none,none,positif,none,none,nyaman,,,,lokasi terbaik,,,train
6565,Traveloka,Hotel Santika Bandung,9/13/2017,"tempat nyaman, privacy baik, acces dekat fo dan mall.",positif,none,none,none,positif,none,none,"tempat nyaman, privacy baik",,,,acces dekat fo dan mall,,,train
6566,Traveloka,Hotel Santika Bandung,9/13/2017,"ini adalah ke-3 kalinya kami tinggal di hotel ini. cukup tua tapi bersih dan nyaman, dan pelayanan yang baik selama check-in dan out, lokasi strategis di tengah kota. pasti akan kembali lagi.",none,positif,positif,none,positif,none,none,,cukup tua tapi bersih dan nyaman,pelayanan yang baik selama check-in dan out,,lokasi strategis di tengah kota,,,train
